well,split,typewell_profile_hash,rows,prefix_rows,suffix_rows,gr_valid_fraction,horizontal_sha256,typewell_sha256,horizontal_file,typewell_file
05948241,holdout,5ab4339d7034e454646b998f1b44be942484101835d79b0b12d28289741c4924,5428,1549,3879,0.45228445099484155,cf173885c0da8ed6cc6f4da77a9f1386c79d5036e9a130ad96b34673571dc95c,1eaf2ab959e0ab3371b2e7658e5c7e5fae97e4f97334167671d4c9cd948b9c94,05948241__horizontal_well.csv,05948241__typewell.csv
059c8f24,dev,8ed02769d87c0deec59c520e4785a40d3e7c9fa498437ce706f07233615ebd2b,7998,1740,6258,0.5922730682670667,4f16a8be19d9b07bce5a1fdd303288f673066a6a08097741cb529ac9982ae897,236b0f093358f77189a12e003ce30257c675d9aa8906a53aa4382648b00a3ced,059c8f24__horizontal_well.csv,059c8f24__typewell.csv
05a0ee4d,dev,eb84b25bf25584cdb5330aa08c2af03c3a11371eed7c0956d5c3b65bd1ee18dd,6098,1750,4348,0.6792390947851754,f4596f86511593b62707370de37d8f7d5e0fb53dc64913a16fdbf6a885ca2a0b,7fb37327b29e913222abe45efbb3c34b5d51fb4ef45184a6a9a08b247649b8f4,05a0ee4d__horizontal_well.csv,05a0ee4d__typewell.csv
060ab2b8,dev,4e7ee6788b0538e08794a6b297160742dd061b690d731c7452182d46099926f3,7818,1560,6258,0.43259145561524687,30519338cc81d35eac904bfd3818dc071070a193af48a0d55123891a46a28cf7,7e5791b1438933f0f1bbf49610435499f07b057401e880db6d11c31e0865d552,060ab2b8__horizontal_well.csv,060ab2b8__typewell.csv
06df5958,holdout,604e0de5d34a4749a82df6e58bcb0e11a5764d4a821b82ab712ba463a7d569a4,5039,1530,3509,0.8432228616789046,fd5e51a423f40d6192eae86330d5449a507ab5312c0282ba7d26223a4c1b750f,080489dbff646ca8a484a827f5dd0334a7f2629a11809032c8995f717a66c3e7,06df5958__horizontal_well.csv,06df5958__typewell.csv
071d7b45,holdout,66882906104713d41e50f30d1e90f73cbc0987dc97057d57bb8687da08ed2267,4720,1509,3211,0.8444915254237289,de7b48ef73a62c5242a206b871c132d169a2b4c31694f2fd4e7626b407970027,9dd3f39addcde0b4621b83e370e5d76fc0d661a254f4ea2144e9b7cc17ec737b,071d7b45__horizontal_well.csv,071d7b45__typewell.csv
0849b4e2,holdout,4123d624f00e62d28d01d586c8699199041bff193579fd0a245f3f3fc559ebb6,7436,1899,5537,0.7719203873050027,e08cdaae25dc288099cf03f751cba6cfe027b6b8477b59262537686a90621383,e2244177ba18ad36128c8fd1ec528851c7ae2dc9f9b45fbe2a8ff3c74a679b0e,0849b4e2__horizontal_well.csv,0849b4e2__typewell.csv
084d66f9,dev,9ef5e5b68f794f9a2be192013740f945d85db57aaac1c5715d52aec3de15b388,5632,1747,3885,0.3996803977272727,78a30ce0a9b6ad0bf74ad14b64811ebdf80e6072e0c6f6de76223c524ed5836e,c7e62410e1fe8456368baa2701001b94ebb1985135745ff69fd27f2c68ddf6fa,084d66f9__horizontal_well.csv,084d66f9__typewell.csv
08fecf00,dev,128255392f8afc352ed46b2f185769a4db71de875d36197175cd2dcced3d0718,7405,1831,5574,0.7569209993247805,c32586fdf59fae9266492e83a7ea10e7c806b19c8501b2c58bd421cea16fcecb,b30d860284e8e84e0023fe29043bdb3acbd5241556f0a0f998c8aeffbaaf1f0d,08fecf00__horizontal_well.csv,08fecf00__typewell.csv
09053135,dev,935f98cead6e1f3e4ca36826144f70f78bdea34dda4f01a06f61ef63ab51026e,7715,1808,5907,0.6282566429034349,ca730521382ae0dc6af6d680a93d728f3d3c7870977494871b26e504d483c016,6c9d787ee11d48940b1da8b67d5a2c7c179656d0deccedaa03535086594a43b4,09053135__horizontal_well.csv,09053135__typewell.csv
09441b8d,holdout,6467e73b7ec35cbba2c1db2ff88cc8ddb06c9cf415ddfb93fc3e668010e7129d,7395,1907,5488,0.8674780256930358,8b54097ab7753386552741c1448f3dc8c1471ef15e3610fb2e0ca548a02ad7b1,73232e4a92bd0a108c897e904fcf6406ef9f98ed1010c6f254c7ee15a4541594,09441b8d__horizontal_well.csv,09441b8d__typewell.csv
0955cd6c,dev,d6daaf618570e818b416926dca36939d9e26c60bbd7d99b0f6aa33f55f64f4a5,7125,1930,5195,0.4192280701754386,34b511fd994ac01666407137b6aa96fcf1f0bb34fee250dfb941de26adb97afd,340d58e6d8b98b58243f5164550aabb12b992672c3c32d8319b006ef3357d954,0955cd6c__horizontal_well.csv,0955cd6c__typewell.csv
09ec2ca9,holdout,f63664f5cd191aeace1e0ec3661c81409fc40640c3c1c7584d16b4c03e2fba40,7824,1939,5885,0.486579754601227,1f0c83873a6e2599564c0461cdd3ae050173a0d8a66429fa09bd55938fa3d0a5,8f67c4fb1ff4d87e5fa0459cde904d12c5464454b10252d74fe534185d2ea474,09ec2ca9__horizontal_well.csv,09ec2ca9__typewell.csv
0a57a29c,dev,968954f85660d13f4233de3ad6bd7dee677b11761336c06609b19d1489e8c2cc,7194,1373,5821,0.5038921323324993,9d5761f8f52e09877f73eb6e02dd4b28fe9b7e46b5fdb62fa761f633d9748238,410ddeacfaea96dce345cd21cfd20d9b56ea939805c291371709664d9b50999e,0a57a29c__horizontal_well.csv,0a57a29c__typewell.csv
0bbf5e67,holdout,f9631aca671bc6515cdfc4436d04da06abff84fc5ba4152f19ded8e2f94d282c,6031,1733,4298,0.49991709500911957,7b383776b8de20df9c52f625231e181bdf589273896cbc9dba708c22b20eddae,8b99a043b60469534194d432e8f844d6f0b5894aa88196cab1ea3c519060ba4a,0bbf5e67__horizontal_well.csv,0bbf5e67__typewell.csv
0be01c24,holdout,713dcb8326bf0288331ac5d11c90397b5da461cb92c1b54d80ceb694d334a723,6385,1647,4738,0.961628817541112,ed341649ac781b4a9f3e03e016d1a5c32156782df15e5ef64e30ac25f4a3359b,f09ca8f1a7d7dea12b950989beb2d3fd1cee82fdf75bbc1a0dcd354e95c8ca77,0be01c24__horizontal_well.csv,0be01c24__typewell.csv
0c1b160c,holdout,cf4443772926c4fa3b4b257a97e46535e3e360191e767ab5f36959e7c6e0a932,6714,1660,5054,0.4873398868036938,33ad0f71efd57a686a1996aa2ecd5d9a359db87fd5580aca1e91d5bb4fafa5cc,868440594af0a78840029059df9bd09fd479888e0c06628f59d5ca270a66c248,0c1b160c__horizontal_well.csv,0c1b160c__typewell.csv
0d99f8e4,dev,63447b37f3f927aeda10e652685449742d4349e5e561bf40f13ec766269917f7,7522,1699,5823,0.4941504918904547,3699fb39b3340c17688a345770062b3ade0835c2a544e87e0e5e23f6af9b8dee,21784b00e2208777f880521784d3bfa06e726acf4d096925f644173e017c337a,0d99f8e4__horizontal_well.csv,0d99f8e4__typewell.csv
0dc5e64d,dev,26674ff156aa5368d8000e7d2429509b7d837071164b6281a6871ae88fe9abf1,6191,1312,4879,0.9888547892101438,c8b97704989d35f29ccecdf2bb145615166c2e58ebb45ec2ad3a693fc15e7dc9,ab2c92b7e0737d960614ffd72597496005d4f70e8b541ef7245f9b9708321df3,0dc5e64d__horizontal_well.csv,0dc5e64d__typewell.csv
0dc835f3,holdout,76f26677d5be9bdd295504113b01053170128808c425dbb55e99542ded487ee5,5279,851,4428,0.9640083349119152,eb2f3cce9dee86141a3bc4d1fcd0d0a65cd544c8ad1dfa36c78ff04d70437af5,390581a76d73fa7d0d6dce2cc786ba2ed6fb074edd92fa76d097c77217257e63,0dc835f3__horizontal_well.csv,0dc835f3__typewell.csv
0dd99dc5,dev,2acc6f0e53c607264873cbf98ba184fd285b7919bc79aec71552698ab9984897,9182,1840,7342,0.5291875408407755,bbb5a9df1c062043eb5c37ffde991ae8ed652f6c11c3648812042da40c13100a,e497cf6ca6cb3808ae856cc48ce2c901e44e5310bd15344b36109b8593970dd1,0dd99dc5__horizontal_well.csv,0dd99dc5__typewell.csv
0e5e560d,dev,4176d07e7ee2b09335217163f1998dc24d771382211e3a70fe0ea69cde43407e,4896,1643,3253,0.7534722222222222,ca29a4b4cdca3b73ac164c4f02367e70cb03eea48400bedd18f5829fe7b8a186,d4015a259b5c4bbd36729316b4de6a68643994583f91ced08f7134b2dbfefd4a,0e5e560d__horizontal_well.csv,0e5e560d__typewell.csv
109d9d70,dev,4e974db4a97bde4344d373a4a292cfce86f8287c2b06a123035d85644b129673,5851,1636,4215,0.6282686720218766,5a45628f46030f08092207fc5ddc547ba116f1d285a1b7146d09eb4c56579512,3c589583be6e23894acac0cd1916c80a58ec536e8de7475a9b310e1542e6b668,109d9d70__horizontal_well.csv,109d9d70__typewell.csv
10a1281a,dev,6d2a59cdf50be152ee13263892844ef42b01eaa6f321c5440b0b6e70f44853a0,7353,1744,5609,0.9524003807969537,1577df04ffc69f72b09bffb53369e006a62ad0bdc7aa1b2be4d5d12b5b7d9dc8,b4fb1859f501b8f303691db104f3e08361d5956ad30907b2421fdea4bc1d8088,10a1281a__horizontal_well.csv,10a1281a__typewell.csv
10b89021,dev,94eb27fdcd1e89991e52679204f459ba6a9cd201237026b9975699fdbb7d8979,7166,1752,5414,0.49399944180854033,8afc8a8fe5dfc2898461716ccbf60f2a6329e7efb59a63531ae92e74b1e03c7b,c72f1bdd05fc6c0d7d28ec2f602a0ae38dbdb8c77524b502bf37431103972ba6,10b89021__horizontal_well.csv,10b89021__typewell.csv
10be2420,holdout,f835c3841eb266149a12daab6e915d69d8992fb8c281873b4a2e5b9cd519d3f6,5203,1932,3271,0.5312319815491063,ba1ea2580c184cde61cc29bc88920de55aa63ef3cd3b5704642e3eca47def6e5,29e1f5043300a54a20d56a603c7610838eed9b8109bf336ecd992de6c3c5a18c,10be2420__horizontal_well.csv,10be2420__typewell.csv
113011eb,dev,857035812eb27e9bce844731e42998bc79d541a829eeb06530326b13adb91a48,4561,1289,3272,0.5220346415259811,08d437841fc399016d69d741525d13b5a3fcb9c1d0476fc5bd8b819123174e47,8de36139650388afe547fdaf57fcd52ded002675be9cfde3c95530113a7bc5bb,113011eb__horizontal_well.csv,113011eb__typewell.csv
1131525f,dev,383fba77f4c922d9f641442b860fe915d364a117271ccd6addc4caafe2093bf3,5548,1389,4159,0.6845710165825523,ca254714cce17a2702efee33a466fe3849ceb854b0eca704919070c22b7cd823,8fb0f760ede46a8587d5a9fc4ba84c3f882a9e505083cd4227e83e1f18f8939c,1131525f__horizontal_well.csv,1131525f__typewell.csv
11d0f5ac,dev,25a161826ed24909885a944abb3e3f5409cea6c444c7ed8c281aa0543ae906f3,6378,1495,4883,0.6268422703041706,525b99304afaed5a7b7c21692ee05f7489d33360ef5e227f2153e523700c788f,e8c3f69727ee1c79daac25937ce1511e4ea9cf2f73ff30217f9d0e29fa4aab70,11d0f5ac__horizontal_well.csv,11d0f5ac__typewell.csv
12203f2a,dev,971b03dffb4d1afdc42768537d2204a9080869177f84e9149488b8edb3511cc1,4991,1730,3261,0.7407333199759567,b445fb261f47c89eb23257de4a99f62c320a6c09eaedfd3fc9d8f86797a7d55a,14d8f3739f8852f38e8cba3890cbd1ca5f0d3079e69b041e7604aaf8a3f352e7,12203f2a__horizontal_well.csv,12203f2a__typewell.csv
122bd617,holdout,162a82494f516ee0a3b93c8126912b4a33b4abd9e7a1bb895790ed8c2b0cb9c6,6408,1838,4570,0.7066167290886392,294937b9b6d29112deb1bf8c0bc7698d87470d5ecd9d02d600868eff758769e9,7384c207ec95bd0b5a819b516bcedf23c295657d0cd8617476ee987f28d405c1,122bd617__horizontal_well.csv,122bd617__typewell.csv
125be846,holdout,751f0410a69b2bf766ae5b693e906d1cfa0ab6d27556a8a7060ae715eb7ad724,8033,1523,6510,0.7587451761483879,d134c7f1bbff377fa45b3c26d295dc31c41019c748a9c51fc2dc019eab94d974,108031e6b37229d948e0e8a4354ada7b4a6f7edf004189263c7b0ca5bf483f50,125be846__horizontal_well.csv,125be846__typewell.csv
1285a37b,holdout,aa3b632103d76bb445d41b79602f9c89d3cbeb0524cb4b82125634b7f998f010,7403,1806,5597,0.9616371741186006,ec2baed7194fd01c81b139535a5bd7464afeae8d160ef2d6ba3bd4a07052475f,2ba28a5e362ac6ac9f66eca15272f1c37c165d06e424b407377e6afdf9be48d1,1285a37b__horizontal_well.csv,1285a37b__typewell.csv
1295a25b,dev,ab0c1ed6050411afa49ae85ea0dbf0481485a19ef8caf6e813c27df65b9aa514,7037,1486,5551,0.5897399459997158,71abe94592d1794eaaad9fa0cb81323950d3bc01fea01bb7ce71928ef919c0f1,35049d9e35cfcaabfbe030b58455c3b3cd0f6fcf3caab437889d0f5d64c2acdf,1295a25b__horizontal_well.csv,1295a25b__typewell.csv
12f0cd90,dev,55780ee40d9203724469cc01328566140d87d3e2396a5bbd445c5fc9150c6f6f,7431,1484,5947,0.7400080742834073,261063fd05fd570fd73772919ea100694a477e9e331971904cc079e8ba0788ae,1651d39b721337a4f11ed8032845ca691cf7a8dcc4e41fb19985a2c455a5e123,12f0cd90__horizontal_well.csv,12f0cd90__typewell.csv
137d1e44,dev,4be418e45dae85fad0eff745ab8e2bb72f0c07faf41062e75fc758f56552eec7,6313,1759,4554,0.5634405195628069,da2ab5f70c2200c8ad6f3a028413a406c4924b7fe2b4555c15528507986ef025,e3f464597691ae93d79891ed0b6a737910028da55fda7dd58c86e15ca6d32c61,137d1e44__horizontal_well.csv,137d1e44__typewell.csv
13ce113d,dev,b0c0dc90d5a99209e09e24b1a23b8c2bd08aee6d7b24b0e9d283a5119026895e,4875,1909,2966,0.811076923076923,c02b34cfa3702605ad20707176dab32def06cf0b9c411bb5e7bf3bdba2125a0f,3a67e7f0c38a031cbd63bf2a574b11251703d3540dc05fa616069d4aad963860,13ce113d__horizontal_well.csv,13ce113d__typewell.csv
13f598d9,holdout,5f436200ca5d460892f7acbd1b82d8ed2147bd9b9b7c1189d724bb25e1b76cc3,8934,1628,7306,0.46586075665995075,742fecaa9ebe022906be749644df5cd29b24eff981e660ab7e7456414a720bf4,e034418647381ea5680a1d27c469625925aac4922200b706e7e2299ba7f1f631,13f598d9__horizontal_well.csv,13f598d9__typewell.csv
14a53cb3,dev,44d0aa9be582b81e95101159691e2cd512ecb26ba82d3d5a07c8cdfe2863fe60,8780,1861,6919,0.8706150341685649,73741253ec645ee2a2baab46e8f18199b537c246032a7a4873f7d5b97e979233,3f8c0ebeee3c5204eb7a346273d159fb86077722fc95f3d555ab247597465e6e,14a53cb3__horizontal_well.csv,14a53cb3__typewell.csv
14ab73fb,dev,a1ac6d7d38ea20e49373ca28a73b8317958dddd3f2e02ea62a209256fd239895,5279,1630,3649,0.5995453684409926,af56c2721ceaf214872fb93ec85f2cd9565925fc6c7586d50cad266bf4c46e14,f78fc174e94902275e6dd842ac56d0c9feba573e9c1c6dde8f1d23bbf39ddf3a,14ab73fb__horizontal_well.csv,14ab73fb__typewell.csv
14ad5efb,dev,0b7c50fb9ca772ff0bac6438211b82e160144bd68755e7212e5dc99e6bfcf068,7352,1510,5842,0.8267138193688792,c4e37047ad3172269d75aae0cbc64edacf54321c2fc4bfae497d8d75c7691be3,c90d5ffcf42ad3683fecdc0c1461aa7d1fe89d842b2f487826d1c6fcce18521b,14ad5efb__horizontal_well.csv,14ad5efb__typewell.csv
14fee784,dev,32f92f954e129b864555344e54337eb7d47dbcdb81712f8e880a3772550828db,6406,1496,4910,0.4480174836091165,cc56690a08e270beff071b051077fea18f2e15814919b5f9271c33a21bcbefff,98ad1051a487791e2c5d228c0ab3bc21d52becc73dcc9eba70a2db8d017aef93,14fee784__horizontal_well.csv,14fee784__typewell.csv
153552f5,dev,3404d5570ee582a46acd754c662b2d01cc390f8ce4dc702efd874b861e68a939,6498,1803,4695,0.8124038165589412,f6c5070a1279f911c75a074ff0fd0ca8975222b00ee095d82da2733b4af17f99,0ebea4954f1f131ab3078d245ce87055eb2095eaa8d39d60b73ea1f56b99cb4e,153552f5__horizontal_well.csv,153552f5__typewell.csv
1550491d,dev,726ff9dd17fdd1753bc0bd3e85cc0fd04d9d5b177b62b564fcb85d033c1f6f7a,5929,1366,4563,0.9618822735705853,f566918d12e2e4f2e995179a967e12d6f7587733496d1f1d2a586f505f876884,5aa2fbd60d6c81b5241dfb21aaa6091140072778dbcbc3dcb50c1fd7a8c28a7e,1550491d__horizontal_well.csv,1550491d__typewell.csv
155887bb,dev,6f8fdacb57006c9ca08434b8c64eec7498e407755a50bf1f5957341003e116d1,7062,1477,5585,0.7506372132540357,48458c214cc64fc90623b687d180d83ca2c2c39cd45a0b8c827108719d983c14,c9ac8bb392a22a8d25299a634f20f5feb80a3f398a704819c07d9f1384716954,155887bb__horizontal_well.csv,155887bb__typewell.csv
1590af81,dev,7c9636fc0c192670b5190dd4fbe16954b4e335735510c4533ad0828e68dda9b6,5231,1432,3799,0.8269929267826419,69512c2e166cdcdfe02d34ffb49666147b5637b826c8ebe507f248820a25ae5f,b218e9878a97ebe0b7b4750d8e4bf80900dbb1600fc9f9880262ef6fe452af4f,1590af81__horizontal_well.csv,1590af81__typewell.csv
15e154a1,dev,bdfabe666323e16f930a023d1a2dad9179ea9eb3141f6e9ecf463f3c0610541e,7699,1631,6068,0.5218859592154825,034adeb38001fecfedc41494513bd2120159922ce5556d64f6ff507ad02dc0a9,faf4312b3be6381b037e2ea19d7f60b303e9f8f2fbdd13c255f57df5ef52c680,15e154a1__horizontal_well.csv,15e154a1__typewell.csv
1619e2ca,dev,6b5aae65bf00a2da7b4b2ef958626293cd17cb95af55994df61b7ed11c979b5b,6002,1559,4443,0.6391202932355882,6dc731fc2f322dd61b793d95a5f475bdb2d5eb340f0db50f36b413a08352bb2c,c4fefc83c58c04d90684855024aaa5d489a0d8f520edd12abb7aa53a06cd55ec,1619e2ca__horizontal_well.csv,1619e2ca__typewell.csv
16e4a047,dev,6ac177febe4de6defb565ad3f1ca0145dace0dc147fcbdc974acbda1ffc48ba1,5684,1553,4131,0.4479239971850809,f9563ce0f0be401f24c15ef2902d387d8d953933507dc6048c293ca8bd77cfff,94d35460db99c4b57574e3be9ffa62dd4911ccbab468159175fac4b82a50ea05,16e4a047__horizontal_well.csv,16e4a047__typewell.csv
173ed841,holdout,014c211abc0054c592252d014438d34a0f795152416a5a1df6e3fc43910124d7,6530,1647,4883,0.639509954058193,a364ae96996e22a580f85acce84615228f696d40a997f6d78ab7f101b7622907,7336c7ad529ec0bbd9660609ef42f361996cc197113968b901391b45080e095a,173ed841__horizontal_well.csv,173ed841__typewell.csv
1770d7c6,holdout,4609857f1ecdc5329618ec01f7ac6aee08aea2f83f42dba47db609229f7d4ba9,9121,1881,7240,0.9550487885100318,2f431e5536058acc874a34173940fe0467fba7091a5d84390e2810528992c2ef,42baa434071868a08fd5391c45874aec13fb17386a5bdb8aaa3d546b5c8fa32f,1770d7c6__horizontal_well.csv,1770d7c6__typewell.csv
177622d7,dev,3c8f37fcfb72f23197c07cc40afb5726f3a665ab8e2b30f04f912343d690ab05,4699,1545,3154,0.5267078101723771,04bafead2c5930b613efc88e5dc2968d69c9cf4e0c29bcb63f2850538d6ecc4d,db25ae9ba242584e38b36b49571988853529742cd622be49431ba7e3d8784c5b,177622d7__horizontal_well.csv,177622d7__typewell.csv
18d24f7b,dev,ca750bb91c8ef37fec02c67e4ba531c0d833f0221d96be801b6def492c9aadcf,6260,1702,4558,0.8787539936102237,5e8935c772af69c479fdc8774b2c93df0e879bdf5b7c6394c5c70fdf2e377f57,cc628e7d62829ad2ed8c0d50a5ad28074ed4bfd5b4bc3f3408023b0a9075702b,18d24f7b__horizontal_well.csv,18d24f7b__typewell.csv
19137a89,dev,5c811a492622b071effc12d36fc73079d81d5a87ef96a637f0f0742a423c05db,7958,1691,6267,0.9183211862276954,264a2deb3b76998fb66c07dd7395d98c0503d33d7385218428f923ee5f15a6cc,ba288f88401a5e6b7ebf0749056cd887ec699ed7cd7cac731f83d48be49585e9,19137a89__horizontal_well.csv,19137a89__typewell.csv
1944513c,holdout,7cc18a46da085c918409aa5b1fdca763fddf4a700f6958ad528f16f152e4f495,6599,1877,4722,0.9237763297469314,4cd0adb05b6b9d6f7130ff2a3b52fdbeca8c5f71543a1fd5dba834dbb40e45c0,8fee42f2ed8cdb2171e3c790a10c944cd43c36c84e44954507d2bef8c46b431b,1944513c__horizontal_well.csv,1944513c__typewell.csv
197f8a5a,dev,93aedb0a3d09e955694d76b041d81f545868a0d21aaf271fee33bcda9ca88cb6,8248,1938,6310,0.48205625606207564,d7949ffc2c57b8fb7604c659dd1b1022643ae3fdf7da579724a6e7c6cfeaa309,0ff37a9fc81b76dc6231ff73b90bb55198f8ca476c27cb55f5f2a556a4122a54,197f8a5a__horizontal_well.csv,197f8a5a__typewell.csv
19871e7f,dev,ea636008b0b84229db08ff0c29086c4688b004c624059d75fce6efaa63201a6e,7152,1859,5293,0.858920581655481,5ac6ef71deed7e33ae133683476197ebf5923bb0b5392d934c42f6883cb29967,c47b1c3b81d82704c8f442d658ca7b6e65cd10b7fc978136199150b970b6a40a,19871e7f__horizontal_well.csv,19871e7f__typewell.csv
198a5607,dev,7777dbe446a81a3bbfcb6d9bac2cb0c618c36d56114ffa030232437de456ceed,8094,1843,6251,0.7504324190758587,72dfba086501fd87c373086f344db988f043c98e969e71fdab17903c40afedd4,5dbc97deff9614e23e812ddbf5a1695fb50fe3c487de292c55f125266e6531c7,198a5607__horizontal_well.csv,198a5607__typewell.csv
19fb4f7b,holdout,9a19587ac2155fee3db1817ed2c7521673673752cf11993654aec95bd108a608,7923,2303,5620,0.9621355547141235,68c3074613690de08b089e2a43df9a69ed30996ccdd76a5e651e192e531fc556,9e58ead4f5b5eac85b095927169540756a7bddd7c5b9610bf4e050076527d79a,19fb4f7b__horizontal_well.csv,19fb4f7b__typewell.csv
1a518997,holdout,b730789badf78d960706aa90f19bd20168d36828514521c3b81dbd2d836bbfe3,6544,1938,4606,0.633557457212714,ded918f85b8bfda8327bac1fdf914c93fc202a4fac090d4914cee63dea43f278,8b9cf671e5eb4e67d991022caf10b6355efaa9a5472394bc621c0ea93d1349d7,1a518997__horizontal_well.csv,1a518997__typewell.csv
1a68190b,holdout,a60c07e2bd41cd38138a00d6fce163312f5f358e7da848b29b89c6af29253c31,6502,2028,4474,0.7636111965549062,27c672d26cd33c710025e8782da34f8f80b7558003a97ddb37373d2c2f6f7142,d0f7bd9f4c25c1ad66e0a22aea1cc9545a740c725bbedaa002049dfe0a313c09,1a68190b__horizontal_well.csv,1a68190b__typewell.csv
1a730ac2,dev,73185a6a05e581b465b8d2e2b7432abdc00caf84ab6512dbdb48c82602929f4e,6049,1444,4605,0.7029261034881799,23eee5fba15812aa656dddade5835a3d3d12c1e12f929d1b375c88b23f80adc4,b732a061f32d8999c2251becb6fd4382d875bc26c6201bc9c7905e82ae28180b,1a730ac2__horizontal_well.csv,1a730ac2__typewell.csv
1aaf1da0,dev,f4b657967566c01f022b965c6165c3122df461486485408b3748b6c018e566d0,6321,1517,4804,0.7630121816168328,63325955dd1e04d0c7065c0ccaeedd7944e372981317ba75a117428068887586,7c3dd183193d3c54e24c1ebf8e54cdea335b9f529ea817c1d1e2d6b7d63f8ce2,1aaf1da0__horizontal_well.csv,1aaf1da0__typewell.csv
1b08ed48,dev,8dba6ceef828b0a6cdb64b1e8494d3d65e5c853ac37813ab155991e0d61dc8f8,7175,1557,5618,0.4514285714285714,4b45cc8e2bdac05d797a9892109cbccace3fa5cd9b6dee9353fd4f1a797a4b5c,c092133da066fcb871373a785bb0151ec128474d02099c6f6a0b9669ae4a41d4,1b08ed48__horizontal_well.csv,1b08ed48__typewell.csv
1b1c5372,holdout,8b0fa1fef698e9d3ae02ed20d423d1845407456dc4b5acbe2c4439bc24a73cca,5792,1531,4261,0.742921270718232,b69eceb9677c08e2b52d736a6e029fde0c6027d0c3cf571c6f15447b15b3915a,f9e2d21787ca189e6e24f256dd16ef320c863e6397f6cb34fb1df437f2aca338,1b1c5372__horizontal_well.csv,1b1c5372__typewell.csv
